NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","17:09:21",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 9.1104E-1,
92481, 1.8995E+1,
154963, 2.1685E+1,
217444, 2.313E+1,
279925, 2.2982E+1,
342406, 5.8636E-1,
404888, 1.0853E+0,
467369, 1.5411E+0,
529850, 1.9205E+0,
592331, 2.0243E+0,
654813, 2.0977E+0,
717294, 2.145E+0,
779775, 2.3165E+0,
842256, 2.6483E+0,
904738, 2.941E+0,
967219, 3.2843E+0,
1029700, 3.5586E+0,
1092181, 3.8124E+0,
1154663, 4.0684E+0,
1217144, 4.3088E+0,
1279625, 4.522E+0,
1342106, 4.7566E+0,
1404588, 4.9924E+0,
1467069, 5.2068E+0,
1529550, 5.4346E+0,
1592031, 5.665E+0,
1654513, 5.8303E+0,
1716994, 6.1003E+0,
1779475, 6.3025E+0,
1841956, 6.5125E+0,
1904438, 6.72E+0,
1966919, 6.9387E+0,
2029400, 7.1348E+0,
2091881, 7.3804E+0,
2154363, 7.6001E+0,
2216844, 7.8369E+0,
2279325, 8.0293E+0,
2341806, 8.2793E+0,
2404288, 8.5176E+0,
2466769, 8.7129E+0,
2529250, 8.9331E+0,
2591731, 9.1538E+0,
2654213, 9.3984E+0,
2716694, 9.5986E+0,
2779175, 9.8115E+0,
2841656, 1.0054E+1,
2904138, 1.0269E+1,
2966619, 1.0516E+1,
3029100, 1.0713E+1,
3091581, 1.0909E+1,
3154063, 1.1144E+1,
3216544, 1.1318E+1,
3279025, 1.1519E+1,
3341506, 1.1728E+1,
3403988, 1.1976E+1,
3466469, 1.2231E+1,
3528950, 1.2476E+1,
3591431, 1.2704E+1,
3653913, 1.2931E+1,
3716394, 1.3148E+1,
3778875, 1.3341E+1,
3841356, 1.3604E+1,
3903838, 1.3771E+1,
3966319, 1.401E+1,
4028800, 1.4226E+1,
4091281, 1.4415E+1,
4153763, 1.4671E+1,
4216244, 1.4906E+1,
4278725, 1.5101E+1,
4341206, 1.5326E+1,
4403688, 1.5553E+1,
4466169, 1.5732E+1,
4528650, 1.5978E+1,
4591131, 1.6232E+1,
4653613, 1.6446E+1,
4716094, 1.6686E+1,
4778575, 1.6899E+1,
4841056, 1.7131E+1,
4903538, 1.736E+1,
4966019, 1.7444E+1,
5028500, 1.778E+1,
5090981, 1.7986E+1,
5153463, 1.8233E+1,
5215944, 1.844E+1,
5278425, 1.8649E+1,
5340906, 1.8874E+1,
5403388, 1.9043E+1,
5465869, 1.9265E+1,
5528350, 1.9538E+1,
5590831, 1.9752E+1,
5653313, 1.9948E+1,
5715794, 2.0204E+1,
5778275, 2.0435E+1,
5840756, 2.0654E+1,
5903238, 2.0883E+1,
5965719, 2.1114E+1,
6028200, 2.1338E+1,
6090681, 2.1563E+1,
6153163, 2.1768E+1,
6215644, 2.2013E+1,
6278125, 2.2222E+1,
6340606, 2.2421E+1,
6403088, 2.2652E+1,
6465569, 2.2857E+1,
6528050, 2.3107E+1,
6590531, 2.3315E+1,
6653013, 2.3532E+1,
6715494, 2.3792E+1,
6777975, 2.4008E+1,
6840456, 2.4264E+1,
6902938, 2.4463E+1,
6965419, 2.4706E+1,
7027900, 2.4936E+1,
7090381, 2.5149E+1,
7152863, 2.5347E+1,
7215344, 2.5585E+1,
7277825, 2.5797E+1,
7340306, 2.6034E+1,
7402788, 2.6257E+1,
7465269, 2.6449E+1,
7527750, 2.6709E+1,
7590231, 2.6898E+1,
7652713, 2.7111E+1,
7715194, 2.7365E+1,
7777675, 2.7601E+1,
7840156, 2.7804E+1,
7902638, 2.8061E+1,
7965119, 2.8243E+1,
8027600, 2.8509E+1,
