NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"23 Aug 2018 ","10:29:37",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 1.2226E-1,
92481, 3.2677E-1,
154963, 5.6607E-1,
217444, 7.3685E-1,
279925, 9.7766E-1,
342406, 1.1879E+0,
404888, 1.428E+0,
467369, 1.6518E+0,
529850, 1.8575E+0,
592331, 2.0437E+0,
654813, 2.2938E+0,
717294, 2.5166E+0,
779775, 2.717E+0,
842256, 2.8986E+0,
904738, 3.1349E+0,
967219, 3.3699E+0,
1029700, 3.5775E+0,
1092181, 3.8077E+0,
1154663, 4.0081E+0,
1217144, 4.2122E+0,
1279625, 4.4575E+0,
1342106, 4.6643E+0,
1404588, 4.8943E+0,
1467069, 5.0908E+0,
1529550, 5.312E+0,
1592031, 5.5557E+0,
1654513, 5.7671E+0,
1716994, 5.9829E+0,
1779475, 6.1714E+0,
1841956, 6.4146E+0,
1904438, 6.623E+0,
1966919, 6.8657E+0,
2029400, 7.0466E+0,
2091881, 7.2759E+0,
2154363, 7.4875E+0,
2216844, 7.729E+0,
2279325, 7.8831E+0,
2341806, 8.165E+0,
2404288, 8.3564E+0,
2466769, 8.5884E+0,
2529250, 8.793E+0,
2591731, 9.0454E+0,
2654213, 9.2012E+0,
2716694, 9.3916E+0,
2779175, 9.6636E+0,
2841656, 9.8774E+0,
2904138, 1.0079E+1,
2966619, 1.0313E+1,
3029100, 1.0541E+1,
3091581, 1.0746E+1,
3154063, 1.0956E+1,
3216544, 1.119E+1,
3279025, 1.1394E+1,
3341506, 1.1615E+1,
3403988, 1.1855E+1,
3466469, 1.2083E+1,
3528950, 1.2253E+1,
3591431, 1.2488E+1,
3653913, 1.2698E+1,
3716394, 1.2919E+1,
3778875, 1.3162E+1,
3841356, 1.3365E+1,
3903838, 1.358E+1,
3966319, 1.3782E+1,
4028800, 1.3996E+1,
4091281, 1.4192E+1,
4153763, 1.445E+1,
4216244, 1.4662E+1,
4278725, 1.4903E+1,
4341206, 1.5099E+1,
4403688, 1.5315E+1,
4466169, 1.5535E+1,
4528650, 1.5743E+1,
4591131, 1.5952E+1,
4653613, 1.6211E+1,
4716094, 1.6439E+1,
4778575, 1.6653E+1,
4841056, 1.6852E+1,
4903538, 1.707E+1,
4966019, 1.7273E+1,
5028500, 1.7472E+1,
5090981, 1.7715E+1,
5153463, 1.7942E+1,
5215944, 1.8158E+1,
5278425, 1.8373E+1,
5340906, 1.8578E+1,
5403388, 1.8812E+1,
5465869, 1.9048E+1,
5528350, 1.9282E+1,
5590831, 1.9471E+1,
5653313, 1.9685E+1,
5715794, 1.9888E+1,
5778275, 2.0073E+1,
5840756, 2.0346E+1,
5903238, 2.0566E+1,
5965719, 2.0781E+1,
6028200, 2.099E+1,
6090681, 2.1207E+1,
6153163, 2.1393E+1,
6215644, 2.1668E+1,
6278125, 2.1899E+1,
6340606, 2.2124E+1,
6403088, 2.2329E+1,
6465569, 2.2553E+1,
6528050, 2.2797E+1,
6590531, 2.2965E+1,
6653013, 2.3187E+1,
6715494, 2.3426E+1,
6777975, 2.3647E+1,
6840456, 2.389E+1,
6902938, 2.4085E+1,
6965419, 2.4288E+1,
7027900, 2.4551E+1,
7090381, 2.4728E+1,
7152863, 2.4891E+1,
7215344, 2.5165E+1,
7277825, 2.5412E+1,
7340306, 2.5632E+1,
7402788, 2.583E+1,
7465269, 2.6074E+1,
7527750, 2.6257E+1,
7590231, 2.6498E+1,
7652713, 2.6682E+1,
7715194, 2.6917E+1,
7777675, 2.7224E+1,
7840156, 2.7374E+1,
7902638, 2.7637E+1,
7965119, 2.7877E+1,
8027600, 2.8058E+1,
