NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","16:32:02",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 8.6713E-1,
92481, 1.9043E+1,
154963, 2.1777E+1,
217444, 2.3319E+1,
279925, 2.3238E+1,
342406, 7.775E-1,
404888, 1.4655E+0,
467369, 2.0146E+0,
529850, 2.4447E+0,
592331, 2.63E+0,
654813, 2.7445E+0,
717294, 2.8558E+0,
779775, 3.0933E+0,
842256, 3.4712E+0,
904738, 3.8638E+0,
967219, 4.2178E+0,
1029700, 4.5769E+0,
1092181, 4.9146E+0,
1154663, 5.1995E+0,
1217144, 5.5107E+0,
1279625, 5.8049E+0,
1342106, 6.1104E+0,
1404588, 6.4087E+0,
1467069, 6.6638E+0,
1529550, 6.949E+0,
1592031, 7.2236E+0,
1654513, 7.4897E+0,
1716994, 7.7852E+0,
1779475, 8.0635E+0,
1841956, 8.3335E+0,
1904438, 8.6128E+0,
1966919, 8.877E+0,
2029400, 9.1372E+0,
2091881, 9.4595E+0,
2154363, 9.7246E+0,
2216844, 1.0018E+1,
2279325, 1.0308E+1,
2341806, 1.0578E+1,
2404288, 1.0853E+1,
2466769, 1.112E+1,
2529250, 1.1438E+1,
2591731, 1.1712E+1,
2654213, 1.1962E+1,
2716694, 1.2269E+1,
2779175, 1.2551E+1,
2841656, 1.2882E+1,
2904138, 1.3106E+1,
2966619, 1.3366E+1,
3029100, 1.3668E+1,
3091581, 1.3931E+1,
3154063, 1.4208E+1,
3216544, 1.4473E+1,
3279025, 1.4711E+1,
3341506, 1.4981E+1,
3403988, 1.5321E+1,
3466469, 1.5595E+1,
3528950, 1.5949E+1,
3591431, 1.6213E+1,
3653913, 1.6496E+1,
3716394, 1.6762E+1,
3778875, 1.7067E+1,
3841356, 1.7336E+1,
3903838, 1.7595E+1,
3966319, 1.789E+1,
4028800, 1.8172E+1,
4091281, 1.8437E+1,
4153763, 1.8752E+1,
4216244, 1.9002E+1,
4278725, 1.9292E+1,
4341206, 1.9544E+1,
4403688, 1.984E+1,
4466169, 2.0131E+1,
4528650, 2.0403E+1,
4591131, 2.0723E+1,
4653613, 2.0991E+1,
4716094, 2.1278E+1,
4778575, 2.1567E+1,
4841056, 2.1843E+1,
4903538, 2.2117E+1,
4966019, 2.2416E+1,
5028500, 2.2689E+1,
5090981, 2.2966E+1,
5153463, 2.324E+1,
5215944, 2.3524E+1,
5278425, 2.3813E+1,
5340906, 2.4073E+1,
5403388, 2.4345E+1,
5465869, 2.4613E+1,
5528350, 2.4916E+1,
5590831, 2.5215E+1,
5653313, 2.5526E+1,
5715794, 2.5783E+1,
5778275, 2.6085E+1,
5840756, 2.6369E+1,
5903238, 2.6632E+1,
5965719, 2.6958E+1,
6028200, 2.7215E+1,
6090681, 2.7517E+1,
6153163, 2.7788E+1,
6215644, 2.8069E+1,
6278125, 2.8344E+1,
6340606, 2.8645E+1,
6403088, 2.8911E+1,
6465569, 2.9201E+1,
6528050, 2.9481E+1,
6590531, 2.9748E+1,
6653013, 3.0059E+1,
6715494, 3.0315E+1,
6777975, 3.066E+1,
6840456, 3.0947E+1,
6902938, 3.1207E+1,
6965419, 3.1494E+1,
7027900, 3.1793E+1,
7090381, 3.2072E+1,
7152863, 3.2363E+1,
7215344, 3.2635E+1,
7277825, 3.2949E+1,
7340306, 3.3207E+1,
7402788, 3.3504E+1,
7465269, 3.3787E+1,
7527750, 3.4031E+1,
7590231, 3.4348E+1,
7652713, 3.4637E+1,
7715194, 3.4898E+1,
7777675, 3.5219E+1,
7840156, 3.5504E+1,
7902638, 3.5791E+1,
7965119, 3.6086E+1,
8027600, 3.6363E+1,
