NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 8 Aug 2018 ","11:32:31",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
10000,100000000,
POINTS, POWER, IF_BW
201,0E0,3700
FREQUENCY,UNITS,
Hz,U,
10000, 3.8126E+0,
509950, 4.5705E+1,
1009900, 6.0209E+1,
1509850, 7.1121E+1,
2009800, 8.0223E+1,
2509750, 8.8094E+1,
3009700, 9.518E+1,
3509650, 1.0205E+2,
4009600, 1.08E+2,
4509550, 1.1382E+2,
5009500, 1.1908E+2,
5509450, 1.2408E+2,
6009400, 1.2891E+2,
6509350, 1.3366E+2,
7009300, 1.3826E+2,
7509250, 1.4252E+2,
8009200, 1.4658E+2,
8509150, 1.5102E+2,
9009100, 1.5465E+2,
9509050, 1.5883E+2,
10009000, 1.623E+2,
10508950, 1.6623E+2,
11008900, 1.6996E+2,
11508850, 1.7341E+2,
12008800, 1.7691E+2,
12508750, 1.7998E+2,
13008700, 1.8356E+2,
13508650, 1.8665E+2,
14008600, 1.8964E+2,
14508550, 1.9338E+2,
15008500, 1.9586E+2,
15508450, 1.9937E+2,
16008400, 2.0281E+2,
16508350, 2.0566E+2,
17008300, 2.0843E+2,
17508250, 2.1155E+2,
18008200, 2.1452E+2,
18508150, 2.1716E+2,
19008100, 2.1955E+2,
19508050, 2.2245E+2,
20008000, 2.2493E+2,
20507950, 2.2777E+2,
21007900, 2.308E+2,
21507850, 2.3283E+2,
22007800, 2.3584E+2,
22507750, 2.3793E+2,
23007700, 2.4077E+2,
23507650, 2.4312E+2,
24007600, 2.457E+2,
24507550, 2.4843E+2,
25007500, 2.5002E+2,
25507450, 2.523E+2,
26007400, 2.5542E+2,
26507350, 2.5636E+2,
27007300, 2.5888E+2,
27507250, 2.6109E+2,
28007200, 2.6256E+2,
28507150, 2.6452E+2,
29007100, 2.6683E+2,
29507050, 2.6873E+2,
30007000, 2.7092E+2,
30506950, 2.7236E+2,
31006900, 2.7391E+2,
31506850, 2.7577E+2,
32006800, 2.775E+2,
32506750, 2.7967E+2,
33006700, 2.8083E+2,
33506650, 2.8242E+2,
34006600, 2.835E+2,
34506550, 2.8542E+2,
35006500, 2.8664E+2,
35506450, 2.8767E+2,
36006400, 2.8791E+2,
36506350, 2.8992E+2,
37006300, 2.9103E+2,
37506250, 2.92E+2,
38006200, 2.9311E+2,
38506150, 2.9394E+2,
39006100, 2.9548E+2,
39506050, 2.9611E+2,
40006000, 2.97E+2,
40505950, 2.9881E+2,
41005900, 2.9964E+2,
41505850, 2.9977E+2,
42005800, 3.0119E+2,
42505750, 3.0052E+2,
43005700, 3.0166E+2,
43505650, 3.0228E+2,
44005600, 3.0284E+2,
44505550, 3.0353E+2,
45005500, 3.0383E+2,
45505450, 3.0403E+2,
46005400, 3.043E+2,
46505350, 3.0492E+2,
47005300, 3.0486E+2,
47505250, 3.0545E+2,
48005200, 3.0528E+2,
48505150, 3.0534E+2,
49005100, 3.0542E+2,
49505050, 3.0628E+2,
50005000, 3.0473E+2,
50504950, 3.0556E+2,
51004900, 3.0575E+2,
51504850, 3.062E+2,
52004800, 3.0564E+2,
52504750, 3.0595E+2,
53004700, 3.0583E+2,
53504650, 3.07E+2,
54004600, 3.0539E+2,
54504550, 3.0631E+2,
55004500, 3.0559E+2,
55504450, 3.0481E+2,
56004400, 3.0558E+2,
56504350, 3.0569E+2,
57004300, 3.0486E+2,
57504250, 3.0438E+2,
58004200, 3.0455E+2,
58504150, 3.0381E+2,
59004100, 3.0352E+2,
59504050, 3.0391E+2,
60004000, 3.0356E+2,
60503950, 3.0347E+2,
61003900, 3.0391E+2,
61503850, 3.0345E+2,
62003800, 3.0317E+2,
62503750, 3.0328E+2,
63003700, 3.0403E+2,
63503650, 3.0344E+2,
