NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","15:46:13",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 6.4523E-1,
92481, 1.8923E+1,
154963, 2.1633E+1,
217444, 2.305E+1,
279925, 2.2873E+1,
342406, 5.3796E-1,
404888, 9.8715E-1,
467369, 1.4099E+0,
529850, 1.7513E+0,
592331, 1.8511E+0,
654813, 1.9105E+0,
717294, 1.9274E+0,
779775, 2.1073E+0,
842256, 2.4119E+0,
904738, 2.7002E+0,
967219, 2.9883E+0,
1029700, 3.2708E+0,
1092181, 3.5045E+0,
1154663, 3.7397E+0,
1217144, 3.9749E+0,
1279625, 4.188E+0,
1342106, 4.4204E+0,
1404588, 4.6196E+0,
1467069, 4.8115E+0,
1529550, 5.0532E+0,
1592031, 5.2517E+0,
1654513, 5.4397E+0,
1716994, 5.6289E+0,
1779475, 5.8364E+0,
1841956, 6.0369E+0,
1904438, 6.2217E+0,
1966919, 6.4131E+0,
2029400, 6.6147E+0,
2091881, 6.8442E+0,
2154363, 7.0405E+0,
2216844, 7.2615E+0,
2279325, 7.4441E+0,
2341806, 7.6672E+0,
2404288, 7.8438E+0,
2466769, 8.0591E+0,
2529250, 8.2798E+0,
2591731, 8.4883E+0,
2654213, 8.7012E+0,
2716694, 8.9028E+0,
2779175, 9.1123E+0,
2841656, 9.312E+0,
2904138, 9.5015E+0,
2966619, 9.7173E+0,
3029100, 9.9087E+0,
3091581, 1.0107E+1,
3154063, 1.0303E+1,
3216544, 1.0482E+1,
3279025, 1.0673E+1,
3341506, 1.0878E+1,
3403988, 1.1116E+1,
3466469, 1.1291E+1,
3528950, 1.1569E+1,
3591431, 1.176E+1,
3653913, 1.1964E+1,
3716394, 1.2173E+1,
3778875, 1.237E+1,
3841356, 1.2572E+1,
3903838, 1.2769E+1,
3966319, 1.2968E+1,
4028800, 1.3174E+1,
4091281, 1.3383E+1,
4153763, 1.359E+1,
4216244, 1.3783E+1,
4278725, 1.3993E+1,
4341206, 1.4171E+1,
4403688, 1.4417E+1,
4466169, 1.46E+1,
4528650, 1.4815E+1,
4591131, 1.5067E+1,
4653613, 1.524E+1,
4716094, 1.5463E+1,
4778575, 1.5645E+1,
4841056, 1.5855E+1,
4903538, 1.6072E+1,
4966019, 1.6255E+1,
5028500, 1.6468E+1,
5090981, 1.6656E+1,
5153463, 1.6864E+1,
5215944, 1.7064E+1,
5278425, 1.7266E+1,
5340906, 1.7506E+1,
5403388, 1.7683E+1,
5465869, 1.781E+1,
5528350, 1.8105E+1,
5590831, 1.8307E+1,
5653313, 1.8505E+1,
5715794, 1.8728E+1,
5778275, 1.8905E+1,
5840756, 1.9139E+1,
5903238, 1.9354E+1,
5965719, 1.9553E+1,
6028200, 1.9764E+1,
6090681, 1.9973E+1,
6153163, 2.0169E+1,
6215644, 2.0363E+1,
6278125, 2.0566E+1,
6340606, 2.0754E+1,
6403088, 2.0953E+1,
6465569, 2.1186E+1,
6528050, 2.1365E+1,
6590531, 2.1598E+1,
6653013, 2.1804E+1,
6715494, 2.203E+1,
6777975, 2.2197E+1,
6840456, 2.2455E+1,
6902938, 2.2677E+1,
6965419, 2.2882E+1,
7027900, 2.3059E+1,
7090381, 2.3275E+1,
7152863, 2.3486E+1,
7215344, 2.3687E+1,
7277825, 2.3922E+1,
7340306, 2.4104E+1,
7402788, 2.4353E+1,
7465269, 2.45E+1,
7527750, 2.473E+1,
7590231, 2.4891E+1,
7652713, 2.5104E+1,
7715194, 2.5332E+1,
7777675, 2.5563E+1,
7840156, 2.5803E+1,
7902638, 2.5977E+1,
7965119, 2.6204E+1,
8027600, 2.6348E+1,
