NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","15:54:44",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 1.0218E+1,
92481, 3.4463E+1,
154963, 4.7934E+1,
217444, 5.8148E+1,
279925, 6.4391E+1,
342406, 3.8684E+1,
404888, 4.1627E+1,
467369, 4.4135E+1,
529850, 4.6309E+1,
592331, 4.8244E+1,
654813, 5.0035E+1,
717294, 5.1654E+1,
779775, 5.3377E+1,
842256, 5.5217E+1,
904738, 5.7006E+1,
967219, 5.874E+1,
1029700, 6.0367E+1,
1092181, 6.1926E+1,
1154663, 6.334E+1,
1217144, 6.4773E+1,
1279625, 6.6109E+1,
1342106, 6.7418E+1,
1404588, 6.8773E+1,
1467069, 6.9938E+1,
1529550, 7.1242E+1,
1592031, 7.2438E+1,
1654513, 7.3582E+1,
1716994, 7.4742E+1,
1779475, 7.5895E+1,
1841956, 7.691E+1,
1904438, 7.8074E+1,
1966919, 7.9117E+1,
2029400, 8.0105E+1,
2091881, 8.1195E+1,
2154363, 8.223E+1,
2216844, 8.3203E+1,
2279325, 8.4195E+1,
2341806, 8.5125E+1,
2404288, 8.6145E+1,
2466769, 8.7012E+1,
2529250, 8.8012E+1,
2591731, 8.9012E+1,
2654213, 8.9785E+1,
2716694, 9.0777E+1,
2779175, 9.1637E+1,
2841656, 9.2559E+1,
2904138, 9.3371E+1,
2966619, 9.4168E+1,
3029100, 9.5055E+1,
3091581, 9.5855E+1,
3154063, 9.6723E+1,
3216544, 9.7566E+1,
3279025, 9.8234E+1,
3341506, 9.9035E+1,
3403988, 9.9953E+1,
3466469, 1.0064E+2,
3528950, 1.0161E+2,
3591431, 1.023E+2,
3653913, 1.0305E+2,
3716394, 1.0389E+2,
3778875, 1.0458E+2,
3841356, 1.0545E+2,
3903838, 1.0613E+2,
3966319, 1.0685E+2,
4028800, 1.0754E+2,
4091281, 1.0827E+2,
4153763, 1.09E+2,
4216244, 1.0977E+2,
4278725, 1.1034E+2,
4341206, 1.1102E+2,
4403688, 1.118E+2,
4466169, 1.1243E+2,
4528650, 1.1323E+2,
4591131, 1.1386E+2,
4653613, 1.1449E+2,
4716094, 1.151E+2,
4778575, 1.1579E+2,
4841056, 1.1661E+2,
4903538, 1.1712E+2,
4966019, 1.1786E+2,
5028500, 1.1857E+2,
5090981, 1.1916E+2,
5153463, 1.1978E+2,
5215944, 1.2046E+2,
5278425, 1.2114E+2,
5340906, 1.2155E+2,
5403388, 1.2216E+2,
5465869, 1.2294E+2,
5528350, 1.2347E+2,
5590831, 1.2409E+2,
5653313, 1.2459E+2,
5715794, 1.2536E+2,
5778275, 1.2578E+2,
5840756, 1.2644E+2,
5903238, 1.2706E+2,
5965719, 1.2762E+2,
6028200, 1.282E+2,
6090681, 1.2889E+2,
6153163, 1.2932E+2,
6215644, 1.3001E+2,
6278125, 1.3047E+2,
6340606, 1.3118E+2,
6403088, 1.3164E+2,
6465569, 1.3209E+2,
6528050, 1.3287E+2,
6590531, 1.3338E+2,
6653013, 1.3398E+2,
6715494, 1.3445E+2,
6777975, 1.3505E+2,
6840456, 1.3537E+2,
6902938, 1.3592E+2,
6965419, 1.3659E+2,
7027900, 1.3685E+2,
7090381, 1.3752E+2,
7152863, 1.38E+2,
7215344, 1.3854E+2,
7277825, 1.392E+2,
7340306, 1.3969E+2,
7402788, 1.4023E+2,
7465269, 1.4085E+2,
7527750, 1.4139E+2,
7590231, 1.4182E+2,
7652713, 1.4236E+2,
7715194, 1.4303E+2,
7777675, 1.4341E+2,
7840156, 1.4397E+2,
7902638, 1.4451E+2,
7965119, 1.4503E+2,
8027600, 1.4559E+2,
