NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","14:22:28",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
201,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 5.0732E-1,
529850, 1.7775E+0,
1029700, 3.4059E+0,
1529550, 5.0134E+0,
2029400, 6.6675E+0,
2529250, 8.293E+0,
3029100, 9.9248E+0,
3528950, 1.1643E+1,
4028800, 1.3297E+1,
4528650, 1.4906E+1,
5028500, 1.6545E+1,
5528350, 1.8221E+1,
6028200, 1.987E+1,
6528050, 2.1509E+1,
7027900, 2.3193E+1,
7527750, 2.4869E+1,
8027600, 2.652E+1,
8527450, 2.8247E+1,
9027300, 2.9864E+1,
9527150, 3.1476E+1,
10027000, 3.3307E+1,
10526850, 3.4969E+1,
11026700, 3.6668E+1,
11526550, 3.8373E+1,
12026400, 4.0076E+1,
12526250, 4.1791E+1,
13026100, 4.351E+1,
13525950, 4.5258E+1,
14025800, 4.6969E+1,
14525650, 4.8758E+1,
15025500, 5.0492E+1,
15525350, 5.2271E+1,
16025200, 5.3967E+1,
16525050, 5.5766E+1,
17024900, 5.7545E+1,
17524750, 5.9344E+1,
18024600, 6.1211E+1,
18524450, 6.3006E+1,
19024300, 6.4863E+1,
19524150, 6.673E+1,
20024000, 6.8578E+1,
20523850, 7.0566E+1,
21023700, 7.2426E+1,
21523550, 7.4418E+1,
22023400, 7.6301E+1,
22523250, 7.8211E+1,
23023100, 8.0195E+1,
23522950, 8.2254E+1,
24022800, 8.423E+1,
24522650, 8.6254E+1,
25022500, 8.8258E+1,
25522350, 9.0352E+1,
26022200, 9.2402E+1,
26522050, 9.4492E+1,
27021900, 9.6629E+1,
27521750, 9.8703E+1,
28021600, 1.0075E+2,
28521450, 1.0304E+2,
29021300, 1.0525E+2,
29521150, 1.0741E+2,
30021000, 1.0977E+2,
30520850, 1.1211E+2,
31020700, 1.1428E+2,
31520550, 1.167E+2,
32020400, 1.1909E+2,
32520250, 1.215E+2,
33020100, 1.2407E+2,
33519950, 1.2639E+2,
34019800, 1.2884E+2,
34519650, 1.3145E+2,
35019500, 1.3444E+2,
35519350, 1.3684E+2,
36019200, 1.393E+2,
36519050, 1.4241E+2,
37018900, 1.4511E+2,
37518750, 1.4764E+2,
38018600, 1.5077E+2,
38518450, 1.537E+2,
39018300, 1.5677E+2,
39518150, 1.5985E+2,
40018000, 1.632E+2,
40517850, 1.6623E+2,
41017700, 1.7017E+2,
41517550, 1.734E+2,
42017400, 1.7704E+2,
42517250, 1.8055E+2,
43017100, 1.8413E+2,
43516950, 1.8797E+2,
44016800, 1.9298E+2,
44516650, 1.9745E+2,
45016500, 2.0378E+2,
45516350, 2.0713E+2,
46016200, 1.9831E+2,
46516050, 1.8938E+2,
47015900, 1.9268E+2,
47515750, 1.986E+2,
48015600, 2.0341E+2,
48515450, 2.0896E+2,
49015300, 2.1402E+2,
49515150, 2.1869E+2,
50015000, 2.2345E+2,
50514850, 2.281E+2,
51014700, 2.3283E+2,
51514550, 2.3798E+2,
52014400, 2.4289E+2,
52514250, 2.4801E+2,
53014100, 2.5247E+2,
53513950, 2.5752E+2,
54013800, 2.6322E+2,
54513650, 2.6834E+2,
55013500, 2.7444E+2,
55513350, 2.788E+2,
56013200, 2.8525E+2,
56513050, 2.9078E+2,
57012900, 2.9767E+2,
57512750, 3.0408E+2,
58012600, 3.1E+2,
58512450, 3.1648E+2,
59012300, 3.2311E+2,
59512150, 3.2953E+2,
60012000, 3.3697E+2,
60511850, 3.4434E+2,
61011700, 3.5173E+2,
61511550, 3.6133E+2,
62011400, 3.6686E+2,
62511250, 3.7758E+2,
63011100, 3.8733E+2,
63510950, 3.9584E+2,
