NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","16:40:03",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 9.5651E-1,
92481, 1.9039E+1,
154963, 2.1788E+1,
217444, 2.328E+1,
279925, 2.3178E+1,
342406, 7.1533E-1,
404888, 1.3461E+0,
467369, 1.8535E+0,
529850, 2.2799E+0,
592331, 2.4673E+0,
654813, 2.5497E+0,
717294, 2.6608E+0,
779775, 2.8588E+0,
842256, 3.2448E+0,
904738, 3.5839E+0,
967219, 3.9349E+0,
1029700, 4.2708E+0,
1092181, 4.5715E+0,
1154663, 4.877E+0,
1217144, 5.1492E+0,
1279625, 5.4143E+0,
1342106, 5.7068E+0,
1404588, 5.9602E+0,
1467069, 6.2144E+0,
1529550, 6.4934E+0,
1592031, 6.7476E+0,
1654513, 6.9871E+0,
1716994, 7.2627E+0,
1779475, 7.5261E+0,
1841956, 7.7856E+0,
1904438, 8.0469E+0,
1966919, 8.2734E+0,
2029400, 8.5337E+0,
2091881, 8.8076E+0,
2154363, 9.0967E+0,
2216844, 9.3428E+0,
2279325, 9.6089E+0,
2341806, 9.8535E+0,
2404288, 1.0139E+1,
2466769, 1.0381E+1,
2529250, 1.0714E+1,
2591731, 1.0952E+1,
2654213, 1.1198E+1,
2716694, 1.1461E+1,
2779175, 1.1732E+1,
2841656, 1.1977E+1,
2904138, 1.2202E+1,
2966619, 1.2484E+1,
3029100, 1.2765E+1,
3091581, 1.3013E+1,
3154063, 1.3256E+1,
3216544, 1.3505E+1,
3279025, 1.3762E+1,
3341506, 1.4017E+1,
3403988, 1.4302E+1,
3466469, 1.4591E+1,
3528950, 1.4881E+1,
3591431, 1.5152E+1,
3653913, 1.5421E+1,
3716394, 1.5676E+1,
3778875, 1.5893E+1,
3841356, 1.6169E+1,
3903838, 1.6415E+1,
3966319, 1.6697E+1,
4028800, 1.696E+1,
4091281, 1.7241E+1,
4153763, 1.7486E+1,
4216244, 1.7737E+1,
4278725, 1.8003E+1,
4341206, 1.826E+1,
4403688, 1.8534E+1,
4466169, 1.8748E+1,
4528650, 1.9046E+1,
4591131, 1.9327E+1,
4653613, 1.9594E+1,
4716094, 1.9875E+1,
4778575, 2.0129E+1,
4841056, 2.0382E+1,
4903538, 2.0649E+1,
4966019, 2.0894E+1,
5028500, 2.1144E+1,
5090981, 2.1428E+1,
5153463, 2.1696E+1,
5215944, 2.1952E+1,
5278425, 2.2202E+1,
5340906, 2.2451E+1,
5403388, 2.2743E+1,
5465869, 2.299E+1,
5528350, 2.3237E+1,
5590831, 2.3504E+1,
5653313, 2.3763E+1,
5715794, 2.4059E+1,
5778275, 2.4315E+1,
5840756, 2.4596E+1,
5903238, 2.4868E+1,
5965719, 2.514E+1,
6028200, 2.5376E+1,
6090681, 2.5674E+1,
6153163, 2.5938E+1,
6215644, 2.6171E+1,
6278125, 2.6457E+1,
6340606, 2.6727E+1,
6403088, 2.6991E+1,
6465569, 2.7232E+1,
6528050, 2.7502E+1,
6590531, 2.7755E+1,
6653013, 2.8045E+1,
6715494, 2.8319E+1,
6777975, 2.8562E+1,
6840456, 2.8839E+1,
6902938, 2.9095E+1,
6965419, 2.9395E+1,
7027900, 2.963E+1,
7090381, 2.993E+1,
7152863, 3.0163E+1,
7215344, 3.046E+1,
7277825, 3.07E+1,
7340306, 3.0979E+1,
7402788, 3.1234E+1,
7465269, 3.1511E+1,
7527750, 3.177E+1,
7590231, 3.2025E+1,
7652713, 3.2289E+1,
7715194, 3.2529E+1,
7777675, 3.2814E+1,
7840156, 3.309E+1,
7902638, 3.3363E+1,
7965119, 3.3598E+1,
8027600, 3.3896E+1,
