NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","16:06:33",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 9.3558E-1,
92481, 1.9104E+1,
154963, 2.1944E+1,
217444, 2.3524E+1,
279925, 2.3537E+1,
342406, 1.0882E+0,
404888, 1.8786E+0,
467369, 2.4855E+0,
529850, 3.0005E+0,
592331, 3.2476E+0,
654813, 3.4169E+0,
717294, 3.5911E+0,
779775, 3.8878E+0,
842256, 4.3477E+0,
904738, 4.7686E+0,
967219, 5.2131E+0,
1029700, 5.5952E+0,
1092181, 5.9834E+0,
1154663, 6.3477E+0,
1217144, 6.7068E+0,
1279625, 7.0984E+0,
1342106, 7.4221E+0,
1404588, 7.7813E+0,
1467069, 8.1309E+0,
1529550, 8.4565E+0,
1592031, 8.7847E+0,
1654513, 9.1045E+0,
1716994, 9.4541E+0,
1779475, 9.9097E+0,
1841956, 1.011E+1,
1904438, 1.041E+1,
1966919, 1.0777E+1,
2029400, 1.1274E+1,
2091881, 1.1457E+1,
2154363, 1.1799E+1,
2216844, 1.2139E+1,
2279325, 1.2469E+1,
2341806, 1.2806E+1,
2404288, 1.3125E+1,
2466769, 1.3479E+1,
2529250, 1.3831E+1,
2591731, 1.4162E+1,
2654213, 1.4507E+1,
2716694, 1.4832E+1,
2779175, 1.5172E+1,
2841656, 1.5542E+1,
2904138, 1.5845E+1,
2966619, 1.6171E+1,
3029100, 1.6526E+1,
3091581, 1.6847E+1,
3154063, 1.7175E+1,
3216544, 1.7459E+1,
3279025, 1.7797E+1,
3341506, 1.8146E+1,
3403988, 1.8491E+1,
3466469, 1.8803E+1,
3528950, 1.9184E+1,
3591431, 1.9529E+1,
3653913, 1.9902E+1,
3716394, 2.0225E+1,
3778875, 2.0536E+1,
3841356, 2.0857E+1,
3903838, 2.1182E+1,
3966319, 2.1534E+1,
4028800, 2.1855E+1,
4091281, 2.2182E+1,
4153763, 2.2537E+1,
4216244, 2.2852E+1,
4278725, 2.3192E+1,
4341206, 2.3505E+1,
4403688, 2.3858E+1,
4466169, 2.4179E+1,
4528650, 2.4519E+1,
4591131, 2.4839E+1,
4653613, 2.5211E+1,
4716094, 2.5532E+1,
4778575, 2.5863E+1,
4841056, 2.6208E+1,
4903538, 2.6527E+1,
4966019, 2.6869E+1,
5028500, 2.7174E+1,
5090981, 2.7554E+1,
5153463, 2.7854E+1,
5215944, 2.8156E+1,
5278425, 2.8499E+1,
5340906, 2.8782E+1,
5403388, 2.9137E+1,
5465869, 2.9462E+1,
5528350, 2.9831E+1,
5590831, 3.0183E+1,
5653313, 3.0505E+1,
5715794, 3.0824E+1,
5778275, 3.1184E+1,
5840756, 3.1523E+1,
5903238, 3.1858E+1,
5965719, 3.2166E+1,
6028200, 3.2547E+1,
6090681, 3.2844E+1,
6153163, 3.3195E+1,
6215644, 3.352E+1,
6278125, 3.3836E+1,
6340606, 3.417E+1,
6403088, 3.4482E+1,
6465569, 3.4813E+1,
6528050, 3.5146E+1,
6590531, 3.548E+1,
6653013, 3.5846E+1,
6715494, 3.6186E+1,
6777975, 3.6521E+1,
6840456, 3.685E+1,
6902938, 3.7186E+1,
6965419, 3.7553E+1,
7027900, 3.7883E+1,
7090381, 3.8186E+1,
7152863, 3.848E+1,
7215344, 3.8803E+1,
7277825, 3.9201E+1,
7340306, 3.9492E+1,
7402788, 3.9904E+1,
7465269, 4.0143E+1,
7527750, 4.0477E+1,
7590231, 4.084E+1,
7652713, 4.1174E+1,
7715194, 4.1492E+1,
7777675, 4.1893E+1,
7840156, 4.2195E+1,
7902638, 4.252E+1,
7965119, 4.2832E+1,
8027600, 4.3172E+1,
