        Frequency / MHz                Z1,1/abs,linear
                40.20598                       178.60063
                40.30597                       178.66377
                40.40596                       178.72625
                40.50595                       178.78809
                40.60594                       178.84933
                40.70593                       178.90999
                40.80592                       178.97009
                40.90591                       179.02968
                 41.0059                       179.08879
                41.10589                       179.14744
                41.20588                       179.20567
                41.30587                       179.26352
                41.40586                       179.32103
                41.50585                       179.37823
                41.60584                       179.43516
                41.70583                       179.49186
                41.80582                       179.54838
                41.90581                       179.60474
                 42.0058                       179.66101
                42.10579                       179.71722
                42.20578                       179.77341
                42.30577                       179.82964
                42.40576                       179.88595
                42.50575                       179.94238
                42.60574                         179.999
                42.70573                       180.05584
                42.80572                       180.11297
                42.90571                       180.17042
                 43.0057                       180.22826
                43.10569                       180.28655
                43.20568                       180.34532
                43.30567                       180.40465
                43.40566                       180.46458
                43.50565                       180.52518
                43.60564                        180.5865
                43.70563                        180.6486
                43.80562                       180.71154
                43.90561                       180.77537
                 44.0056                       180.84017
                44.10559                       180.90599
                44.20558                       180.97289
                44.30557                       181.04093
                44.40556                       181.11017
                44.50555                       181.18069
                44.60554                       181.25252
                44.70553                       181.32575
                44.80552                       181.40043
                44.90551                       181.47662
                 45.0055                       181.55438
                45.10549                       181.63378
                45.20548                       181.71487
                45.30547                       181.79772
                45.40546                       181.88239
                45.50545                       181.96893
                45.60544                        182.0574
                45.70543                       182.14786
                45.80542                       182.24037
                45.90541                       182.33499
                 46.0054                       182.43176
                46.10539                       182.53074
                46.20538                       182.63199
                46.30537                       182.73555
                46.40536                       182.84147
                46.50535                        182.9498
                46.60534                       183.06059
                46.70533                       183.17388
                46.80532                       183.28971
                46.90531                       183.40813
                 47.0053                       183.52917
                47.10529                       183.65287
                47.20528                       183.77926
                47.30527                       183.90838
                47.40526                       184.04025
                47.50525                       184.17491
                47.60524                       184.31237
                47.70523                       184.45266
                47.80522                       184.59581
                47.90521                       184.74182
                 48.0052                       184.89071
                48.10519                        185.0425
                48.20518                       185.19719
                48.30517                       185.35479
                48.40516                       185.51531
                48.50515                       185.67874
                48.60514                       185.84509
                48.70513                       186.01435
                48.80512                        186.1865
                48.90511                       186.36155
                 49.0051                       186.53947
                49.10509                       186.72026
                49.20508                       186.90389
                49.30507                       187.09035
                49.40506                        187.2796
                49.50505                       187.47162
                49.60504                       187.66639
                49.70503                       187.86386
                49.80502                       188.06401
                49.90501                        188.2668
                      50                       188.46186
                  50.005                       188.47219
                50.10499                       188.68027
                50.20498                       188.89085
                50.30497                       189.10391
                50.40496                       189.31938
                50.50495                       189.53722
                50.60494                       189.75737
                50.70493                       189.97979
                50.80492                       190.20441
                50.90491                       190.43117
                 51.0049                       190.66003
                51.10489                       190.89091
                51.20488                       191.12376
                51.30487                       191.35851
                51.40486                        191.5951
                51.50485                       191.83346
                51.60484                       192.07352
                51.70483                       192.31522
                51.80482                       192.55849
                51.90481                       192.80326
                 52.0048                       193.04946
                52.10479                       193.29703
                52.20478                       193.54588
                52.30477                       193.79596
                52.40476                       194.04718
                52.50475                       194.29949
                52.60474                        194.5528
                52.70473                       194.80706
                52.80472                       195.06218
                52.90471                        195.3181
                 53.0047                       195.57475
                53.10469                       195.83206
                53.20468                       196.08997
                53.30467                        196.3484
                53.40466                       196.60728
                53.50465                       196.86656
                53.60464                       197.12616
                53.70463                       197.38602
                53.80462                       197.64608
                53.90461                       197.90627
                 54.0046                       198.16654
                54.10459                       198.42682
                54.20458                       198.68705
                54.30457                       198.94717
                54.40456                       199.20713
                54.50455                       199.46687
                54.60454                       199.72634
                54.70453                       199.98548
                54.80452                       200.24424
                54.90451                       200.50257
                 55.0045                       200.76042
                55.10449                       201.01774
                55.20448                       201.27449
                55.30447                       201.53062
                55.40446                       201.78608
                55.50445                       202.04083
                55.60444                       202.29484
                55.70443                       202.54806
                55.80442                       202.80045
                55.90441                       203.05197
                 56.0044                        203.3026
                56.10439                       203.55229
                56.20438                       203.80101
                56.30437                       204.04873
                56.40436                       204.29542
                56.50435                       204.54105
                56.60434                       204.78559
                56.70433                       205.02902
                56.80432                        205.2713
                56.90431                       205.51242
                 57.0043                       205.75234
                57.10429                       205.99106
                57.20428                       206.22854
                57.30427                       206.46477
                57.40426                       206.69973
                57.50425                       206.93339
                57.60424                       207.16575
                57.70423                       207.39679
                57.80422                       207.62649
                57.90421                       207.85484
                 58.0042                       208.08182
                58.10419                       208.30743
                58.20418                       208.53165
                58.30417                       208.75448
                58.40416                       208.97589
                58.50415                       209.19589
                58.60414                       209.41446
                58.70413                       209.63161
                58.80412                       209.84731
                58.90411                       210.06157
                 59.0041                       210.27439
                59.10409                       210.48575
                59.20408                       210.69565
                59.30407                       210.90409
                59.40406                       211.11107
                59.50405                       211.31658
                59.60404                       211.52063
                59.70403                       211.72321
                59.80402                       211.92432
                59.90401                       212.12397
                  60.004                       212.32215
                60.10399                       212.51886
                60.20398                        212.7141
                60.30397                       212.90788
                60.40396                        213.1002
                60.50395                       213.29106
                60.60394                       213.48046
                60.70393                       213.66841
                60.80392                       213.85491
                60.90391                       214.04006
                 61.0039                       214.22377
                61.10389                       214.40605
                61.20388                       214.58689
