% Version 1.00
%
% Ref Impedances: Z01: 50, Z02: 50
% 
%freq[Hz];re:Trc2_Z<-S11[Ohm];im:Trc2_Z<-S11[Ohm];
1.000000000000000E+005,5.937438055401908E-002,9.047727211021592E-001,
1.199839967993599E+005,6.663284986316813E-002,1.070467320449552E+000,
1.399679935987197E+005,6.397911392843453E-002,1.242165972402709E+000,
1.599519903980796E+005,8.090661691136174E-002,1.403664773027905E+000,
1.799359871974395E+005,8.200543348022879E-002,1.571454907787698E+000,
1.999199839967994E+005,9.070849509183988E-002,1.736050278251937E+000,
2.199039807961593E+005,9.875976409733830E-002,1.894142334287678E+000,
2.398879775955191E+005,9.697581786385162E-002,2.065343582874388E+000,
2.598719743948790E+005,1.039711300390293E-001,2.233850344937896E+000,
2.798559711942389E+005,1.102494293730778E-001,2.394872688404471E+000,
2.998399679935987E+005,1.128986829529411E-001,2.557928870706150E+000,
3.198239647929586E+005,1.116156412674947E-001,2.734365531198353E+000,
3.398079615923185E+005,1.253220045416180E-001,2.892277488699029E+000,
3.597919583916783E+005,1.283882706395836E-001,3.068925153360569E+000,
3.797759551910382E+005,1.368050001316047E-001,3.226937561394854E+000,
3.997599519903981E+005,1.391099925908013E-001,3.392124531699984E+000,
4.197439487897580E+005,1.427328450085356E-001,3.561616325865566E+000,
4.397279455891178E+005,1.457359819615301E-001,3.729459904914060E+000,
4.597119423884777E+005,1.544964155093326E-001,3.898382492250164E+000,
4.796959391878376E+005,1.601046848485612E-001,4.058991624244616E+000,
4.996799359871974E+005,1.705087766995309E-001,4.225572770849682E+000,
5.196639327865574E+005,1.751895551989146E-001,4.392043433747173E+000,
5.396479295859172E+005,1.796942498280165E-001,4.554251979306768E+000,
5.596319263852771E+005,1.849486699210111E-001,4.716474762992036E+000,
5.796159231846370E+005,1.940123120198720E-001,4.886342225900835E+000,
5.995999199839968E+005,1.960221715615483E-001,5.047883139593582E+000,
6.195839167833567E+005,2.065616747041907E-001,5.216078199298071E+000,
6.395679135827166E+005,2.090540297287764E-001,5.384296645894786E+000,
6.595519103820764E+005,2.173362567581270E-001,5.546206586300004E+000,
6.795359071814363E+005,2.269697303874600E-001,5.713986492095808E+000,
6.995199039807962E+005,2.309120353667022E-001,5.884269523623446E+000,
7.195039007801560E+005,2.365182799580038E-001,6.042918750908869E+000,
7.394878975795159E+005,2.427148110416567E-001,6.210780567460613E+000,
7.594718943788759E+005,2.585782413457538E-001,6.373756487239821E+000,
7.794558911782356E+005,2.598646022065643E-001,6.538454592163733E+000,
7.994398879775956E+005,2.646328130606624E-001,6.700386399067121E+000,
8.194238847769555E+005,2.699619410204245E-001,6.870380723743912E+000,
8.394078815763153E+005,2.836292011003752E-001,7.027566658010878E+000,
8.593918783756752E+005,2.897386610819156E-001,7.194591887898874E+000,
8.793758751750351E+005,2.949084439643177E-001,7.364435355540597E+000,
8.993598719743949E+005,2.979452945730386E-001,7.519318813849270E+000,
9.193438687737548E+005,3.041995250942545E-001,7.686287362221892E+000,
9.393278655731147E+005,3.129190268777727E-001,7.855644997810543E+000,
9.593118623724745E+005,3.205062343708199E-001,8.020957704003335E+000,
9.792958591718344E+005,3.380064563456428E-001,8.181664832843424E+000,
9.992798559711943E+005,3.419984772389980E-001,8.345352274042364E+000,
1.019263852770554E+006,3.467421093421063E-001,8.507669155124896E+000,
1.039247849569914E+006,3.516363454820884E-001,8.670708219119469E+000,
1.059231846369274E+006,3.592599423560134E-001,8.843384685537490E+000,
1.079215843168634E+006,3.664759449768325E-001,8.999675470580277E+000,
1.099199839967994E+006,3.773828256218347E-001,9.164853065641017E+000,
1.119183836767354E+006,3.809296930172124E-001,9.335100777530526E+000,
1.139167833566713E+006,3.848289525492588E-001,9.492927713653293E+000,
1.159151830366073E+006,4.042324896709398E-001,9.653143979655360E+000,
1.179135827165433E+006,4.078073024930714E-001,9.821207248468646E+000,
1.199119823964793E+006,4.121012169938347E-001,9.989885640963760E+000,
1.219103820764153E+006,4.221463585204993E-001,1.014700601384431E+001,
1.239087817563513E+006,4.301894486863527E-001,1.030833804716838E+001,
1.259071814362873E+006,4.375652395405784E-001,1.048031188531961E+001,
1.279055811162232E+006,4.439119900582525E-001,1.064280930376172E+001,
1.299039807961593E+006,4.523200695585173E-001,1.080403181802063E+001,
1.319023804760952E+006,4.698521268018106E-001,1.096489170638494E+001,
1.339007801560312E+006,4.634186342044894E-001,1.113110976789777E+001,
1.358991798359672E+006,4.852433811038697E-001,1.129307142241144E+001,
1.378975795159032E+006,4.962356229122004E-001,1.145788025111134E+001,
1.398959791958392E+006,5.049867477601920E-001,1.162085356791531E+001,
1.418943788757752E+006,5.118841734716806E-001,1.178127562086280E+001,
1.438927785557112E+006,5.204639286781175E-001,1.194728794201959E+001,
1.458911782356471E+006,5.298279653615287E-001,1.210589798516977E+001,
1.478895779155831E+006,5.233238157004049E-001,1.227792869794632E+001,
1.498879775955191E+006,5.445960437244667E-001,1.243284165051944E+001,
1.518863772754551E+006,5.557919563636179E-001,1.259587638378119E+001,
1.538847769553911E+006,5.637440900092020E-001,1.276113535016081E+001,
1.558831766353271E+006,5.693652173276479E-001,1.292108988234311E+001,
1.578815763152631E+006,5.784345864346431E-001,1.308799173796166E+001,
1.598799759951991E+006,5.883447709807137E-001,1.324611969949285E+001,
1.618783756751350E+006,6.017990835479541E-001,1.340602553092801E+001,
1.638767753550710E+006,6.081403840478044E-001,1.357430022137860E+001,
1.658751750350070E+006,6.123528257357935E-001,1.373544374735726E+001,
1.678735747149430E+006,6.250447374725944E-001,1.390383605858253E+001,
1.698719743948790E+006,6.343781682385937E-001,1.406365669379980E+001,
1.718703740748150E+006,6.388463944899427E-001,1.423545821656419E+001,
1.738687737547510E+006,6.514586135813052E-001,1.438735263754760E+001,
1.758671734346869E+006,6.673564807546162E-001,1.455513436488230E+001,
1.778655731146229E+006,6.754723597338872E-001,1.472221001383973E+001,
1.798639727945589E+006,6.902400698900115E-001,1.489096712725223E+001,
1.818623724744949E+006,6.957240541010304E-001,1.504429754704888E+001,
1.838607721544309E+006,7.045075686141085E-001,1.520827640011808E+001,
1.858591718343669E+006,7.126133131997035E-001,1.536906694427583E+001,
1.878575715143029E+006,7.199148673935697E-001,1.552935053495394E+001,
1.898559711942389E+006,7.339954518536939E-001,1.569206240180573E+001,
1.918543708741749E+006,7.357724167460253E-001,1.585297452891899E+001,
1.938527705541108E+006,7.540114587521037E-001,1.601403765709195E+001,
1.958511702340468E+006,7.735229843275844E-001,1.618529187666417E+001,
1.978495699139828E+006,7.809495133814154E-001,1.635074339177104E+001,
1.998479695939188E+006,7.899348224788376E-001,1.651234362631702E+001,
2.018463692738548E+006,8.023597287878924E-001,1.667800762728508E+001,
2.038447689537908E+006,8.078606437537814E-001,1.684289707995023E+001,
2.058431686337268E+006,8.199216435097158E-001,1.699068506997013E+001,
2.078415683136627E+006,8.275175531557595E-001,1.715579573872292E+001,
2.098399679935987E+006,8.469318917484295E-001,1.732316000402549E+001,
2.118383676735347E+006,8.504972056533457E-001,1.748764654838613E+001,
2.138367673534707E+006,8.630983394573116E-001,1.763674966707304E+001,
2.158351670334067E+006,8.744923450771113E-001,1.781207732519239E+001,
2.178335667133427E+006,8.845257280138700E-001,1.797008371425523E+001,
2.198319663932787E+006,8.950532139796096E-001,1.813520483507824E+001,
2.218303660732146E+006,9.026385298566644E-001,1.829499822030214E+001,
2.238287657531506E+006,9.104458251026905E-001,1.846210665131780E+001,
2.258271654330866E+006,9.259538241781561E-001,1.862579648339388E+001,
2.278255651130226E+006,9.420164948728180E-001,1.878693834038306E+001,
2.298239647929586E+006,9.481051179395746E-001,1.894510849848694E+001,
2.318223644728946E+006,9.617878617869426E-001,1.911026641737381E+001,
2.338207641528306E+006,9.622266647905884E-001,1.927108824920800E+001,
2.358191638327666E+006,9.812972449331783E-001,1.944087806377812E+001,
2.378175635127026E+006,9.965809938859799E-001,1.959788327305374E+001,
2.398159631926385E+006,1.019781602360604E+000,1.977049417928496E+001,
2.418143628725745E+006,1.019204081445913E+000,1.992178723638573E+001,
2.438127625525105E+006,1.031195898713872E+000,2.008304168008529E+001,
2.458111622324465E+006,1.043835466626027E+000,2.024832203135757E+001,
2.478095619123825E+006,1.058305847963416E+000,2.041127736747568E+001,
2.498079615923185E+006,1.059967239111981E+000,2.058248671182179E+001,
