NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"20 Aug 2018 ","17:00:49",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 8.8702E-1,
92481, 1.8981E+1,
154963, 2.1688E+1,
217444, 2.3162E+1,
279925, 2.2982E+1,
342406, 5.9964E-1,
404888, 1.0928E+0,
467369, 1.5781E+0,
529850, 1.9326E+0,
592331, 2.0414E+0,
654813, 2.115E+0,
717294, 2.1851E+0,
779775, 2.3397E+0,
842256, 2.65E+0,
904738, 2.9683E+0,
967219, 3.2676E+0,
1029700, 3.5681E+0,
1092181, 3.8215E+0,
1154663, 4.095E+0,
1217144, 4.3147E+0,
1279625, 4.543E+0,
1342106, 4.7891E+0,
1404588, 5.0134E+0,
1467069, 5.218E+0,
1529550, 5.4795E+0,
1592031, 5.6836E+0,
1654513, 5.8784E+0,
1716994, 6.1179E+0,
1779475, 6.3435E+0,
1841956, 6.5552E+0,
1904438, 6.7341E+0,
1966919, 6.9448E+0,
2029400, 7.1563E+0,
2091881, 7.4136E+0,
2154363, 7.6414E+0,
2216844, 7.8574E+0,
2279325, 8.0713E+0,
2341806, 8.3198E+0,
2404288, 8.5298E+0,
2466769, 8.7485E+0,
2529250, 8.9653E+0,
2591731, 9.1929E+0,
2654213, 9.4263E+0,
2716694, 9.6479E+0,
2779175, 9.8657E+0,
2841656, 1.0095E+1,
2904138, 1.0291E+1,
2966619, 1.0511E+1,
3029100, 1.0736E+1,
3091581, 1.0962E+1,
3154063, 1.1168E+1,
3216544, 1.1372E+1,
3279025, 1.1566E+1,
3341506, 1.1774E+1,
3403988, 1.2045E+1,
3466469, 1.2251E+1,
3528950, 1.2537E+1,
3591431, 1.2733E+1,
3653913, 1.2958E+1,
3716394, 1.318E+1,
3778875, 1.34E+1,
3841356, 1.3648E+1,
3903838, 1.3855E+1,
3966319, 1.4053E+1,
4028800, 1.4286E+1,
4091281, 1.4473E+1,
4153763, 1.4744E+1,
4216244, 1.4978E+1,
4278725, 1.5155E+1,
4341206, 1.5385E+1,
4403688, 1.5625E+1,
4466169, 1.5834E+1,
4528650, 1.604E+1,
4591131, 1.6275E+1,
4653613, 1.6517E+1,
4716094, 1.6764E+1,
4778575, 1.6943E+1,
4841056, 1.7186E+1,
4903538, 1.7411E+1,
4966019, 1.7618E+1,
5028500, 1.7841E+1,
5090981, 1.8068E+1,
5153463, 1.8299E+1,
5215944, 1.8494E+1,
5278425, 1.8717E+1,
5340906, 1.8934E+1,
5403388, 1.9153E+1,
5465869, 1.9376E+1,
5528350, 1.9588E+1,
5590831, 1.9823E+1,
5653313, 2.006E+1,
5715794, 2.0307E+1,
5778275, 2.0537E+1,
5840756, 2.0716E+1,
5903238, 2.0956E+1,
5965719, 2.1204E+1,
6028200, 2.1398E+1,
6090681, 2.1658E+1,
6153163, 2.1878E+1,
6215644, 2.2036E+1,
6278125, 2.2309E+1,
6340606, 2.2504E+1,
6403088, 2.2753E+1,
6465569, 2.2977E+1,
6528050, 2.3162E+1,
6590531, 2.3386E+1,
6653013, 2.3626E+1,
6715494, 2.3844E+1,
6777975, 2.4102E+1,
6840456, 2.4315E+1,
6902938, 2.4515E+1,
6965419, 2.4795E+1,
7027900, 2.5027E+1,
7090381, 2.5225E+1,
7152863, 2.5442E+1,
7215344, 2.5702E+1,
7277825, 2.5903E+1,
7340306, 2.6114E+1,
7402788, 2.6361E+1,
7465269, 2.6557E+1,
7527750, 2.6813E+1,
7590231, 2.6992E+1,
7652713, 2.7262E+1,
7715194, 2.7475E+1,
7777675, 2.7698E+1,
7840156, 2.7907E+1,
7902638, 2.8171E+1,
7965119, 2.8372E+1,
8027600, 2.8563E+1,
