NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"23 Aug 2018 ","11:59:37",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 1.2734E-1,
92481, 5.5859E-1,
154963, 9.584E-1,
217444, 1.303E+0,
279925, 1.6576E+0,
342406, 2.0291E+0,
404888, 2.3914E+0,
467369, 2.759E+0,
529850, 3.1031E+0,
592331, 3.4633E+0,
654813, 3.7971E+0,
717294, 4.1743E+0,
779775, 4.5288E+0,
842256, 4.8613E+0,
904738, 5.2256E+0,
967219, 5.5537E+0,
1029700, 5.9265E+0,
1092181, 6.2805E+0,
1154663, 6.645E+0,
1217144, 6.9768E+0,
1279625, 7.365E+0,
1342106, 7.6948E+0,
1404588, 8.0708E+0,
1467069, 8.4482E+0,
1529550, 8.7769E+0,
1592031, 9.1216E+0,
1654513, 9.4683E+0,
1716994, 9.8071E+0,
1779475, 1.0123E+1,
1841956, 1.0545E+1,
1904438, 1.0862E+1,
1966919, 1.1265E+1,
2029400, 1.159E+1,
2091881, 1.1945E+1,
2154363, 1.229E+1,
2216844, 1.2647E+1,
2279325, 1.2964E+1,
2341806, 1.3357E+1,
2404288, 1.3698E+1,
2466769, 1.4039E+1,
2529250, 1.4374E+1,
2591731, 1.4752E+1,
2654213, 1.5069E+1,
2716694, 1.541E+1,
2779175, 1.5793E+1,
2841656, 1.6142E+1,
2904138, 1.6436E+1,
2966619, 1.6839E+1,
3029100, 1.7208E+1,
3091581, 1.752E+1,
3154063, 1.7898E+1,
3216544, 1.8204E+1,
3279025, 1.8589E+1,
3341506, 1.8914E+1,
3403988, 1.9255E+1,
3466469, 1.9631E+1,
3528950, 1.9955E+1,
3591431, 2.0306E+1,
3653913, 2.0673E+1,
3716394, 2.0985E+1,
3778875, 2.1344E+1,
3841356, 2.1705E+1,
3903838, 2.2035E+1,
3966319, 2.2396E+1,
4028800, 2.2726E+1,
4091281, 2.3044E+1,
4153763, 2.3461E+1,
4216244, 2.3786E+1,
4278725, 2.4102E+1,
4341206, 2.4451E+1,
4403688, 2.4851E+1,
4466169, 2.5165E+1,
4528650, 2.5484E+1,
4591131, 2.583E+1,
4653613, 2.6243E+1,
4716094, 2.6551E+1,
4778575, 2.69E+1,
4841056, 2.7287E+1,
4903538, 2.7566E+1,
4966019, 2.7895E+1,
5028500, 2.8243E+1,
5090981, 2.8607E+1,
5153463, 2.8966E+1,
5215944, 2.9338E+1,
5278425, 2.958E+1,
5340906, 3.0027E+1,
5403388, 3.0375E+1,
5465869, 3.0681E+1,
5528350, 3.102E+1,
5590831, 3.1377E+1,
5653313, 3.1702E+1,
5715794, 3.2049E+1,
5778275, 3.2385E+1,
5840756, 3.2775E+1,
5903238, 3.3111E+1,
5965719, 3.3475E+1,
6028200, 3.3781E+1,
6090681, 3.4135E+1,
6153163, 3.4439E+1,
6215644, 3.4822E+1,
6278125, 3.5184E+1,
6340606, 3.5514E+1,
6403088, 3.5881E+1,
6465569, 3.6234E+1,
6528050, 3.6561E+1,
6590531, 3.6904E+1,
6653013, 3.7207E+1,
6715494, 3.7609E+1,
6777975, 3.7992E+1,
6840456, 3.8359E+1,
6902938, 3.8674E+1,
6965419, 3.892E+1,
7027900, 3.9314E+1,
7090381, 3.9645E+1,
7152863, 3.9961E+1,
7215344, 4.0385E+1,
7277825, 4.0713E+1,
7340306, 4.1057E+1,
7402788, 4.1389E+1,
7465269, 4.1729E+1,
7527750, 4.2055E+1,
7590231, 4.2447E+1,
7652713, 4.273E+1,
7715194, 4.3148E+1,
7777675, 4.3488E+1,
7840156, 4.3844E+1,
7902638, 4.4182E+1,
7965119, 4.4545E+1,
8027600, 4.4922E+1,
