NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"23 Aug 2018 ","12:04:14",
CHAN,MEAS,FORMAT
1,Z:R,LIN_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
30000,100000000,
POINTS, POWER, IF_BW
1601,0E0,3700
FREQUENCY,UNITS,
Hz,U,
30000, 2.0319E-1,
92481, 4.3141E-1,
154963, 7.2473E-1,
217444, 9.9774E-1,
279925, 1.2482E+0,
342406, 1.517E+0,
404888, 1.8044E+0,
467369, 2.0873E+0,
529850, 2.3324E+0,
592331, 2.619E+0,
654813, 2.8777E+0,
717294, 3.1735E+0,
779775, 3.4238E+0,
842256, 3.6639E+0,
904738, 3.9404E+0,
967219, 4.2327E+0,
1029700, 4.5E+0,
1092181, 4.7959E+0,
1154663, 5.033E+0,
1217144, 5.2805E+0,
1279625, 5.6018E+0,
1342106, 5.8455E+0,
1404588, 6.1418E+0,
1467069, 6.4185E+0,
1529550, 6.6826E+0,
1592031, 6.9724E+0,
1654513, 7.2412E+0,
1716994, 7.4753E+0,
1779475, 7.7332E+0,
1841956, 8.0669E+0,
1904438, 8.3052E+0,
1966919, 8.5854E+0,
2029400, 8.8345E+0,
2091881, 9.1274E+0,
2154363, 9.4043E+0,
2216844, 9.6528E+0,
2279325, 9.9038E+0,
2341806, 1.0202E+1,
2404288, 1.0464E+1,
2466769, 1.0749E+1,
2529250, 1.1013E+1,
2591731, 1.1294E+1,
2654213, 1.1536E+1,
2716694, 1.182E+1,
2779175, 1.209E+1,
2841656, 1.2377E+1,
2904138, 1.2637E+1,
2966619, 1.2931E+1,
3029100, 1.3188E+1,
3091581, 1.3436E+1,
3154063, 1.3754E+1,
3216544, 1.3978E+1,
3279025, 1.4269E+1,
3341506, 1.4551E+1,
3403988, 1.4864E+1,
3466469, 1.5077E+1,
3528950, 1.5324E+1,
3591431, 1.5637E+1,
3653913, 1.5917E+1,
3716394, 1.6142E+1,
3778875, 1.6446E+1,
3841356, 1.6684E+1,
3903838, 1.7002E+1,
3966319, 1.7288E+1,
4028800, 1.7485E+1,
4091281, 1.7753E+1,
4153763, 1.8071E+1,
4216244, 1.8335E+1,
4278725, 1.8616E+1,
4341206, 1.8892E+1,
4403688, 1.9187E+1,
4466169, 1.9422E+1,
4528650, 1.9702E+1,
4591131, 1.9943E+1,
4653613, 2.0243E+1,
4716094, 2.0533E+1,
4778575, 2.0803E+1,
4841056, 2.1099E+1,
4903538, 2.1325E+1,
4966019, 2.1588E+1,
5028500, 2.1825E+1,
5090981, 2.2135E+1,
5153463, 2.2415E+1,
5215944, 2.2708E+1,
5278425, 2.2937E+1,
5340906, 2.3202E+1,
5403388, 2.3508E+1,
5465869, 2.3767E+1,
5528350, 2.407E+1,
5590831, 2.4333E+1,
5653313, 2.4569E+1,
5715794, 2.4879E+1,
5778275, 2.5165E+1,
5840756, 2.5389E+1,
5903238, 2.5663E+1,
5965719, 2.5964E+1,
6028200, 2.622E+1,
6090681, 2.6493E+1,
6153163, 2.6721E+1,
6215644, 2.7047E+1,
6278125, 2.7312E+1,
6340606, 2.763E+1,
6403088, 2.7863E+1,
6465569, 2.8162E+1,
6528050, 2.845E+1,
6590531, 2.8716E+1,
6653013, 2.8905E+1,
6715494, 2.9189E+1,
6777975, 2.9527E+1,
6840456, 2.984E+1,
6902938, 3.0016E+1,
6965419, 3.03E+1,
7027900, 3.062E+1,
7090381, 3.0855E+1,
7152863, 3.1108E+1,
7215344, 3.1421E+1,
7277825, 3.1698E+1,
7340306, 3.1982E+1,
7402788, 3.2252E+1,
7465269, 3.2531E+1,
7527750, 3.2797E+1,
7590231, 3.308E+1,
7652713, 3.3301E+1,
7715194, 3.3611E+1,
7777675, 3.3896E+1,
7840156, 3.418E+1,
7902638, 3.4441E+1,
7965119, 3.4746E+1,
8027600, 3.5027E+1,
